,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
16099,Markk9,38,11,44.74,0.76,67197
16099,Nomadmj,38,12,44.74,0.29,32687
16099,ESWickedWeasel,38,11,44.74,0.34,40930
16099,Sinister007,38,10,44.74,0.21,26391
16099,Djoce79,76,12,44.74,0.39,31653
16099,CaptJohnB,38,10,44.74,0.42,28514
16099,Nchustla10,76,12,44.74,0.38,39488
16099,Acemay3,76,10,44.74,0.58,35121
16099,rollingFE,76,12,44.74,0.25,20595
16099,TonyCHLeung,38,10,44.74,0.87,56041
16099,Maestro31419,38,11,44.74,0.53,45330
16099,nolanrh,76,11,44.74,0.74,39320
16099,Alucard161,38,12,44.74,0.32,31525
16099,IBWak60,76,11,44.74,0.37,42493
16099,Jenga_fighter,38,11,44.74,0.68,42357
16099,Tunny1975,38,10,44.74,0.68,47617
16099,juaaco80,38,11,44.74,0.74,42967
16099,Deedrick,76,10,44.74,0.34,40536
16099,xSlinkeex,38,11,44.74,0.55,41100
16099,jayson1958,38,10,44.74,0.58,44386
16099,alphalink11,38,10,44.74,0.55,46553
16099,Gtasa2878,38,10,44.74,0.58,58433
16099,Wolfcommando_1,114,10,44.74,0.68,60049
16099,MrP4077,38,11,44.74,0.32,21923
16099,SabreSixFour,114,10,44.74,0.87,54498
16099,aderitojosedias,38,11,44.74,0.61,40121
16099,E_Guarded,76,12,44.74,0.63,51281
16099,Anasazi_Trip_NM,76,11,44.74,0.51,34166
16099,wally_157,38,10,44.74,0.89,74973
16129,Prodomos,161,10,44.72,0.43,45684
16129,oscar21721,161,11,44.72,0.48,38880
16129,Sneeky_Skeeter,199,6,44.72,0.68,32425
16132,Angribear,85,10,44.71,0.61,45327
16132,Weapon_of_Proliferation,85,11,44.71,0.67,50866
16132,ender60,85,11,44.71,0.4,32539
16132,anon2u,85,9,44.71,0.51,51005
16132,Capt_Charr,85,10,44.71,0.34,26844
16132,The_Lion_marksman,85,10,44.71,0.69,56514
16132,Nitefly_56,85,9,44.71,0.66,38282
16139,MonkMasterWhoopAss,132,12,44.7,0.58,39886
16140,Dark_Emu,273,10,44.69,0.5,46456
16140,Mitch_K,414,10,44.69,0.5,36852
16140,NemesisShip098,179,10,44.69,0.41,43450
16143,bigdog442,94,10,44.68,0.46,34278
16143,GrigoreM,47,12,44.68,0.6,49974
16143,lucasbrnt,94,10,44.68,0.73,53691
16143,ArgoDog,47,10,44.68,0.36,34216
16143,UntoldForce,47,11,44.68,1.04,61385
16143,CabbageCaptain,47,10,44.68,0.62,42607
16143,Jody_Wijnaendts,94,11,44.68,0.22,24955
16143,desowen,47,12,44.68,0.53,33175
16151,BigNickel,150,12,44.67,0.57,46831
16152,Comandante_Argento,103,10,44.66,0.35,36138
16152,Flynn_34,103,11,44.66,0.25,27751
16154,Roofus201st,159,10,44.65,0.53,38604
16155,KniteofZero,112,10,44.64,0.57,34392
16155,pawlak,56,12,44.64,0.29,28249
16155,MooseWillow,56,10,44.64,0.57,29407
16155,PookiBear,56,10,44.64,0.52,39963
16155,dragonmyfeet,112,10,44.64,0.45,30814
16155,josepejha,112,9,44.64,0.68,33215
16155,Cpt_Apache7,56,10,44.64,0.71,34336
16155,thornsby004,56,9,44.64,0.57,45956
16155,aja396,233,8,44.64,0.45,36309
16155,jonas100por100to,56,10,44.64,0.73,43354
16155,teste_57,56,12,44.64,0.48,44473
16166,EmporerMarty,121,10,44.63,0.36,24826
16166,Arcani_Tejero,410,10,44.63,0.45,38488
16168,Muttly,65,12,44.62,0.6,45600
16168,Steelbalz,65,10,44.62,0.37,35215
16168,x3770,65,11,44.62,0.65,57824
16168,calvini,65,11,44.62,0.71,51141
16168,z_carstensen,65,10,44.62,0.42,36350
16168,Juanchi_B,65,9,44.62,0.42,25529
16168,_Bad_Carma_,65,12,44.62,0.37,28436
16175,Khakki,204,10,44.61,0.46,35527
16176,Craiguar,74,11,44.59,0.7,42002
16176,alberto_196198elbeto,74,11,44.59,0.3,35088
16176,jcgp63,74,10,44.59,0.35,28390
16176,JhoErCuMe,148,9,44.59,0.62,52216
16176,chrysostomos_1,74,10,44.59,0.39,42351
16176,PanchoAMD,74,11,44.59,0.58,51443
16176,Rodrigo_Pereira_Iron,74,10,44.59,0.57,56767
16183,Canadian62,83,12,44.58,0.53,40293
16183,kalor1,166,10,44.58,0.51,29280
16183,SlimePuppy,83,10,44.58,0.28,21547
16183,JoeTalon,83,8,44.58,0.43,38835
16183,DennisGoetz,397,10,44.58,0.43,33167
16183,GradeZero,83,11,44.58,0.37,49526
16183,VaeSolis,323,12,44.58,0.45,42989
16183,Big_Gabe_Star,166,10,44.58,0.57,48410
16183,Maskirovka_2018,240,8,44.58,0.45,45288
16192,soonerfan62,294,11,44.56,0.48,37160
16193,MajorDundee1,101,12,44.55,0.36,23268
16193,korgil,303,10,44.55,0.37,32922
16193,Toilet_Drizzle,101,10,44.55,0.6,36474
16193,Kingmac_2,220,11,44.55,0.55,51418
16197,jcope77,119,10,44.54,0.47,58065
16197,Tyler777333,238,11,44.54,0.51,31115
16197,_BamBam_72,119,9,44.54,0.51,40908
16200,LegendaryDrago,173,10,44.51,0.84,51824
16200,Hpuig,173,12,44.51,0.36,23907
16202,SOFW_Patton,27,10,44.44,0.78,30823
16202,kolohe,18,13,44.44,0.83,44914
16202,Dokugakugi,27,10,44.44,1.15,74146
16202,TwoDollars,63,10,44.44,0.62,34876
16202,Herr_Mojo,45,10,44.44,0.76,49877
16202,SpectreCMDR43,18,12,44.44,1.17,74177
16202,nano37,27,10,44.44,0.93,63066
16202,SteelHand,27,10,44.44,0.63,42237
16202,Sam_I_Am_67,18,15,44.44,0.39,28843
16202,stewey,18,12,44.44,0.33,40279
16202,ErikTheVikingMoose,18,10,44.44,0.28,41146
16202,Thexal,18,12,44.44,0.78,67620
16202,Texshi,18,10,44.44,1.61,98457
16202,jtmonn,54,10,44.44,0.59,70637
16202,SevastianM,36,12,44.44,0.61,56355
16202,SPQR53E,54,11,44.44,0.7,58819
16202,nwdxpto19,90,11,44.44,0.31,26661
16202,scooterfreeride,36,12,44.44,0.61,42228
16202,Warhero177,72,11,44.44,0.47,44797
16202,foxy78fm,81,10,44.44,0.53,45525
16202,nicorockets,72,9,44.44,0.38,26368
16202,WarxxChiefxx_520,18,11,44.44,1.0,76789
16202,deluxchixwing,36,10,44.44,0.5,33060
16202,SgtTankeyTonk,36,10,44.44,0.5,35669
16202,Ironthunder1,36,11,44.44,0.61,43128
16202,rabbit_run,27,12,44.44,0.52,36407
16202,Flying0strich,63,10,44.44,0.56,35497
16202,ppurdue34,45,11,44.44,0.53,42307
16202,Kingkiller007,18,10,44.44,0.89,71098
16202,krusher222,36,10,44.44,0.94,75478
16202,dwayne22,27,11,44.44,1.0,67144
16202,ultima1,27,11,44.44,0.33,34118
16202,CaptainFred,18,13,44.44,0.22,25545
16202,Bogdanez,18,12,44.44,0.5,45460
16202,Tech_Nina,18,11,44.44,0.78,71620
16202,NadeshikoKinomoto,45,10,44.44,0.53,53078
16202,millertime01,18,10,44.44,0.72,70889
16202,shifty225,144,12,44.44,0.34,31855
16202,CSSBT,27,10,44.44,0.59,42541
16202,CDR_Ryan,27,10,44.44,0.85,64429
16202,GLD007,36,11,44.44,0.5,42613
16202,WarIVIachine,18,10,44.44,0.61,36580
16202,SgtRock_EasyCo,45,11,44.44,0.6,48075
16202,NsaKiller,63,11,44.44,0.37,38561
16202,Othred,36,10,44.44,0.47,49948
16202,TheMuddyFox,18,10,44.44,0.33,42441
16202,Texas1964,27,11,44.44,0.07,21470
16202,Komm_Frost,27,11,44.44,0.96,73373
16202,ersatzcoffee,90,10,44.44,0.57,42780
16202,R0t0rh34d,18,14,44.44,0.94,56726
16202,Olorin_greyhame,18,11,44.44,0.61,36874
16202,Gentry360,36,12,44.44,0.56,36360
16202,OfficerParker53,18,14,44.44,0.78,62646
16202,LtKillboy,27,10,44.44,1.0,46414
16202,Spooky39,18,15,44.44,0.5,32734
16202,Maiden666_1,36,11,44.44,0.42,31541
16202,ADML_RUFFIAN,63,11,44.44,0.24,33133
16202,Masteryoda502,27,10,44.44,0.63,28584
16202,X_Retaliator,18,14,44.44,0.44,44686
16202,overil,18,10,44.44,0.61,54391
16202,YoEleven,45,11,44.44,0.89,55659
16202,unclesamuk2,99,11,44.44,0.48,34296
16202,bombard_destroyer,99,10,44.44,0.6,25766
16202,thranduil_1,18,12,44.44,0.89,66836
16202,inferno_wolf,18,11,44.44,0.5,51461
16202,StarSaber3,18,12,44.44,0.67,74434
16202,hummingbird_2015,18,11,44.44,0.61,57107
16202,MrHyde113,36,11,44.44,0.92,39917
16202,Break_for_nobody,270,10,44.44,0.48,37328
16202,RozamelTrozzo,108,10,44.44,0.53,42332
16202,Maj0rMinor,18,11,44.44,0.72,44728
16202,huntergencho,18,10,44.44,0.5,43506
16202,orca6,54,12,44.44,0.54,27370
16202,Awesomedude2107,27,12,44.44,0.63,48940
16202,Mosquito_Boat,27,12,44.44,0.26,30828
16202,p_rainton,27,10,44.44,0.37,33790
16202,PettyOfficerPoole,117,11,44.44,0.45,24468
16202,Mashtanga,18,12,44.44,0.89,50070
16202,TiltyTiger,261,10,44.44,0.45,27731
16202,PeglegBob,27,12,44.44,0.48,27249
16202,angelo___3155,27,12,44.44,0.78,49132
16202,squashsoup9,18,10,44.44,0.94,52925
16202,BlissFullyIgnrnt701,72,10,44.44,0.68,41816
16202,BB_Rhino042,18,15,44.44,0.39,43851
16202,Farli_22,18,13,44.44,0.39,27330
16202,oziklr1,36,11,44.44,0.53,35506
16202,duster21,27,12,44.44,0.63,60665
16202,Gato_Cm,18,15,44.44,0.44,50322
16202,Mental_Model_51,99,11,44.44,0.6,47125
16202,Matias_Issouribehere,54,10,44.44,0.63,45451
16202,eWS77,63,10,44.44,0.44,35628
16202,Koltar63,27,12,44.44,0.41,22747
16202,Pickles870two,27,12,44.44,0.96,64602
16202,Pop63,207,11,44.44,0.34,28105
16202,Ratman2020,27,10,44.44,0.56,41997
16202,Maj_Sycky,27,12,44.44,0.37,25815
16202,dealinmhz,36,10,44.44,0.56,32587
16202,Captain_Horatio,27,10,44.44,0.41,37394
16202,athletic_1,63,11,44.44,0.56,49326
16202,CBChief_1,45,11,44.44,0.27,32147
16202,firey_breather,18,13,44.44,0.67,22325
16202,Guppie2009,81,11,44.44,0.73,55439
16202,A3StarScarab,45,10,44.44,0.87,55713
16202,Daylonkull,54,11,44.44,0.41,42903
16202,jaxdoberman,27,10,44.44,0.48,32061
16202,SNOW_AXE,18,12,44.44,0.28,39639
16202,Chron_64,36,12,44.44,0.47,38760
16202,Zeroplue,27,12,44.44,0.81,56895
16202,xtrm_terminator,27,13,44.44,0.15,13045
16202,Xxzachiechanxx,18,12,44.44,0.61,60833
16202,Shadowclaw115,27,10,44.44,0.7,52776
16202,george347,108,9,44.44,0.31,31509
16202,turkeydriver2,18,14,44.44,0.28,30733
16202,ForzaRider,27,12,44.44,0.33,26671
16202,LuckyJim1951,45,10,44.44,0.4,33572
16202,Pete_Hammer54,99,11,44.44,0.41,40472
16202,CaptNemo2,18,12,44.44,0.44,37193
16202,Mawgwai,54,11,44.44,0.89,37098
16202,edisapunk37,54,10,44.44,0.74,67686
16202,YoeMe,63,10,44.44,0.27,32928
16202,ICFN_Snyder,45,10,44.44,0.53,45119
16202,MacArthur_unconquerable,18,10,44.44,0.72,57027
16202,bigrod6313,18,12,44.44,0.5,47007
16202,BTC_USN_Retired,18,10,44.44,0.83,46257
16202,Penguin_58,27,11,44.44,0.85,54255
16202,ALM_PRESSATOSS,36,11,44.44,0.67,36583
16202,Bermuda1,45,11,44.44,0.58,39882
16202,PeterLee1012,18,13,44.44,0.94,81114
16202,Kijjy23,108,10,44.44,0.7,57366
16202,Original_Digital_Terror,18,11,44.44,0.56,53054
16202,badapple18,108,10,44.44,0.47,45792
16202,Devil_of_A_Time,36,12,44.44,0.19,18835
16202,Sadielious,36,10,44.44,0.25,16440
16202,1409892160,27,10,44.44,0.59,71278
16202,Galxy_winner,27,11,44.44,0.81,64109
16202,Dravan1,36,10,44.44,0.36,30031
16202,tosca9001,27,11,44.44,0.59,67601
16202,Potato_Nose,27,11,44.44,0.19,28040
16202,OldSpiceland,18,15,44.44,0.5,37643
16202,Old_Baldy_One,18,10,44.44,0.44,47797
16202,scotyp4,18,15,44.44,0.22,39305
16202,ERASH_1,18,10,44.44,0.89,63358
16202,Z_siege,27,11,44.44,0.96,55098
16202,zipzapzup,18,11,44.44,0.61,29243
16202,BenBlazin,36,10,44.44,0.61,46525
16202,BIGBANG_80_MM,198,10,44.44,0.38,28183
16202,brunofrance77,36,12,44.44,0.22,24250
16202,Netharon,18,10,44.44,0.83,55901
16202,seuxtx,45,10,44.44,0.91,54035
16202,Shaz_2018,81,9,44.44,0.28,21057
16202,Kurtenstein_Georgi,81,10,44.44,0.43,39622
16202,TheKid609,81,11,44.44,0.68,44753
16202,Coolbud_2008,18,13,44.44,0.89,40200
16202,AdmiralSeth,18,10,44.44,0.78,39010
16202,corbykins,36,10,44.44,0.5,41581
16202,Captain_Te3mo,27,11,44.44,0.74,47854
16202,soulblood,72,11,44.44,0.54,44407
16202,tdjep,45,12,44.44,0.47,37670
16202,uroxmysox,63,9,44.44,0.6,55757
16202,6942,36,10,44.44,0.81,51928
16202,DredPieratRobert,27,10,44.44,0.85,68191
16202,oldmanchild,18,12,44.44,0.39,35662
16202,L_Souza,18,11,44.44,0.67,49373
16202,RafaelTB,45,10,44.44,0.6,47375
16202,Little_BlackJack,27,10,44.44,0.89,61264
16202,Furboat,72,9,44.44,0.65,54865
16202,Will_Pike,18,14,44.44,0.44,25888
16202,Pirate_Morthew,36,11,44.44,0.67,69042
16202,Wolfman7777,36,12,44.44,0.75,54523
16202,BrennovsK,27,11,44.44,0.56,47817
16202,ccoderad,18,10,44.44,1.06,66610
16202,DUI_darkhelm,18,11,44.44,0.56,48714
16202,Taygod99,36,10,44.44,0.89,67178
16202,Sheep_Ish,36,9,44.44,0.97,51927
16202,ReLRail,45,11,44.44,0.56,46384
16202,Lance81,36,11,44.44,0.31,32305
16202,agray35,27,12,44.44,0.44,46371
16202,TCKbsgo,45,11,44.44,0.56,51084
16202,Bubblerodika,36,11,44.44,0.67,42702
16202,Karls_Woctzo,18,11,44.44,0.61,43946
16202,DonnyThaDealer,18,12,44.44,0.56,63826
16202,Charmza,36,11,44.44,0.69,57415
16202,Pork_Hunt,18,12,44.44,0.5,31886
16202,chicken_chow_main,117,12,44.44,0.37,42421
16202,KiIlerFish,72,11,44.44,0.61,51598
16202,PardalDACURA,27,11,44.44,0.67,58127
16202,Sir_Edwin,45,11,44.44,0.56,35118
16202,UssRum,45,10,44.44,0.73,49902
16202,Bloodshot1252,18,13,44.44,0.06,17432
16202,Lurkerjack,18,11,44.44,0.5,39916
16202,fisherking278,18,14,44.44,0.11,26420
16202,linkerliu,18,10,44.44,0.83,68461
16202,CptCanafa,18,12,44.44,0.28,29251
16202,Qilmathar,18,14,44.44,0.11,30024
16202,jazap,18,12,44.44,1.06,64274
16202,holesinone,27,11,44.44,0.74,41188
16202,Nasty_Butler_,27,11,44.44,0.7,48816
16202,Ubiytsa_Thrylos,36,10,44.44,0.86,41176
16202,RenamedUser_1037644452,18,15,44.44,0.56,48284
16202,VINT3MATAR_357,27,12,44.44,0.37,45279
16202,spidery2020,54,11,44.44,0.33,39054
16202,MarkWreckless,36,10,44.44,0.81,32631
16202,HUKD,63,11,44.44,0.51,28669
16202,RansomT,36,11,44.44,0.42,24543
16202,ImperialNut,18,13,44.44,0.83,57312
16202,1q1q1q,180,10,44.44,0.42,20789
16202,Cpt_Latibulum,18,14,44.44,0.22,32896
16202,scho0617,36,11,44.44,0.39,39411
16202,MeanMachine15,18,14,44.44,0.44,20676
16202,aiviate,18,12,44.44,0.56,39689
16412,Golgotha_311,259,9,44.4,0.5,39875
16412,lightbagelC,241,9,44.4,0.57,42471
16414,weqna,160,12,44.38,0.42,44256
16415,NAmikeJA,151,9,44.37,0.4,41413
16415,kenneth_finnie,142,12,44.37,0.66,52695
16417,Cody_The_Destroyer,266,10,44.36,0.67,56556
16417,Player_8208758438,133,12,44.36,0.43,37537
16417,Ryhunter1,275,10,44.36,0.59,33329
16420,rf_mikael,124,10,44.35,0.39,24438
16420,Desensitized_Wan,115,11,44.35,0.59,28369
16420,Steve_Squires,115,11,44.35,0.3,25052
16420,killer_dice,124,12,44.35,0.6,39871
16424,rexwars1,106,11,44.34,0.52,41000
16424,AttankaTheHun,106,10,44.34,0.72,34797
16424,Cityzen_94,106,12,44.34,0.48,28688
16424,Bonkhead,106,11,44.34,0.57,39381
16428,Argento70,300,10,44.33,0.22,25902
16429,Toyrus,185,10,44.32,0.55,43292
16430,EVA_02_,79,10,44.3,0.47,32624
16430,Rorytrek1,79,11,44.3,0.38,41724
16432,zazman5,70,11,44.29,0.73,42079
16432,aedithan,70,9,44.29,0.71,62845
16432,comenchero,140,9,44.29,0.48,21836
16432,CarpChicl33t,70,10,44.29,0.41,27602
16432,Player_1969654087,70,12,44.29,0.33,40059
16432,HardToBeAPimp,70,12,44.29,0.16,17999
16432,D2R2,70,10,44.29,0.26,25796
16439,PreacherDaveB,131,9,44.27,0.54,36410
16439,vientos23,131,10,44.27,0.31,31191
16441,captainsmitt,61,11,44.26,0.43,29445
16441,jrizy,122,11,44.26,0.53,52401
16441,ZelligmanIvan,122,11,44.26,0.71,51847
16441,ATSERVI,540,10,44.26,0.44,37512
16441,Geistkrieger,61,10,44.26,0.72,38743
16441,JackyMark,61,10,44.26,0.98,71843
16441,shamayim_1,61,12,44.26,0.36,26226
16441,ranger69starr,61,12,44.26,0.08,21910
16449,scootdiggitydog,113,9,44.25,0.68,49823
16449,Lonnie_Sykos,113,10,44.25,0.42,35220
16449,KrewdZH,113,9,44.25,0.55,51194
16452,b00m_slang,104,10,44.23,0.63,42420
16452,Jojogunne,52,12,44.23,0.65,50268
16452,redrider02,52,12,44.23,0.62,55020
16452,drummerboynoah,52,12,44.23,0.69,47329
16452,Plasticboys101,52,12,44.23,0.69,43385
16452,haze64,52,11,44.23,0.37,26770
16452,Stealth_2016,52,11,44.23,0.46,26713
16452,Whirlwindhunter,52,10,44.23,0.4,37660
16452,CubanDragon,52,10,44.23,0.6,44989
16452,Queequeg2,52,11,44.23,0.5,28383
16452,falcontoy80,156,10,44.23,0.51,27205
16452,AIOGS,156,9,44.23,0.46,36174
16452,greenbeer_1,52,11,44.23,0.23,28483
16452,LupisAlpha,104,10,44.23,0.51,52287
16466,BealeJon,199,8,44.22,0.63,45725
16467,armoredblue,43,10,44.19,0.58,45182
16467,Mule,43,11,44.19,0.67,59566
16467,usmckozmo,43,10,44.19,0.56,45863
16467,MaxAxe,172,10,44.19,0.47,38485
16467,randyoton,43,11,44.19,0.93,50080
16467,kickbut112,43,10,44.19,0.26,26663
16467,Coronel_01,43,12,44.19,0.49,51363
16467,CapChandler,43,11,44.19,0.7,23504
16467,DavidJnes,43,12,44.19,0.28,33951
16467,Uncle_duh,215,10,44.19,0.56,46245
16467,Judith_Chase,86,10,44.19,0.69,59050
16467,DuwdeWin,43,10,44.19,0.86,44555
16467,Isunkyou,267,10,44.19,0.31,31058
16467,ArmandDuBarry,43,10,44.19,0.67,50361
16467,raven1959,86,12,44.19,0.4,37061
16467,jacobfox98,43,12,44.19,0.51,48801
16467,Lachonus,43,10,44.19,0.88,69881
16467,GauchiMane,43,10,44.19,0.93,61480
16467,Markism_2018,43,10,44.19,0.72,63010
16467,rehs102573,86,12,44.19,0.05,14748
16467,Machinist84,43,10,44.19,0.67,60300
16467,Burotto1973,43,11,44.19,0.33,41401
16467,LeoAkama,43,10,44.19,0.7,64760
16467,M3gildur,43,12,44.19,0.19,24391
16467,xXdrew031Xx,86,12,44.19,0.55,35838
16492,RockingRyno,120,10,44.17,0.35,31290
16493,Felix_the_Fox,77,10,44.16,0.68,44672
16493,Piper_VGL,77,10,44.16,0.48,28054
16493,smacn,77,10,44.16,0.55,44448
16493,steeler81,77,10,44.16,0.44,39411
16493,Captin_Bly,77,10,44.16,0.45,39981
16493,elnata,77,10,44.16,0.62,56774
16493,rathagor,77,10,44.16,0.58,46872
16500,Gsxtsy1970,376,10,44.15,0.33,28362
16501,haydarus_1,111,10,44.14,0.6,31993
16502,Winteer,179,8,44.13,0.58,41555
16503,GravaStar,34,11,44.12,0.41,47530
16503,a252,34,11,44.12,0.71,46161
16503,Rommel300,34,11,44.12,0.71,52275
16503,DBennett,34,10,44.12,0.38,21840
16503,TilioGG,34,10,44.12,0.47,51232
16503,ProPainTank1,34,10,44.12,0.24,35568
16503,PadrePadrone,136,11,44.12,0.39,25219
16503,Turpitz,34,12,44.12,0.44,42644
16503,airmail1971,34,10,44.12,0.44,49050
16503,haney24,34,12,44.12,0.88,53635
16503,Silver_Knight1,102,10,44.12,0.47,29648
16503,battleshipman,34,10,44.12,0.71,44929
16503,Aletrix,34,11,44.12,0.26,40290
16503,Flying_Lawnmower,34,11,44.12,0.97,63315
16503,Boston_Blaze,34,11,44.12,0.71,50949
16503,Alfa66,68,10,44.12,0.63,50794
16503,nei50,34,12,44.12,0.5,48639
16503,MadFatTanki,34,12,44.12,0.41,42285
16503,Floray,34,11,44.12,0.62,55442
16503,Protegimus,34,12,44.12,0.29,32622
16503,BigJoe1028,34,12,44.12,0.62,51934
16503,maahin_shankar,34,12,44.12,0.5,57203
16503,IlGenerale,34,11,44.12,1.15,70451
16503,Kong123_invader,34,12,44.12,0.35,31922
16503,UrNemesis,34,10,44.12,0.56,46215
16503,CapnJanos,34,10,44.12,0.65,63351
16503,DiggerTom,306,11,44.12,0.58,28132
16503,cainhook,34,10,44.12,0.32,24060
16503,Abnormal_cruiser,34,10,44.12,0.47,28278
16503,hoffeljuice,68,11,44.12,0.43,38691
16503,Destroyer_197_defender,34,11,44.12,0.59,44335
16503,Leofwine_Godwin,34,10,44.12,0.82,72091
16503,Gustav145,68,10,44.12,0.69,46060
16503,Wild_Blue_iron,102,11,44.12,0.36,30989
16503,acyl_neodymium,34,10,44.12,0.97,66799
16503,captain_fan693,34,10,44.12,0.56,63522
16503,xLongRiflex,34,10,44.12,0.91,37834
16503,SORA_666,34,11,44.12,0.79,54066
16503,dyunker,34,10,44.12,0.5,45639
16503,Dogoldur,68,10,44.12,0.51,39051
16503,doclopez27,102,10,44.12,0.55,50644
16503,dumsantosbr,34,10,44.12,0.21,13669
16545,STank_Nasty,161,10,44.1,0.44,42598
16545,Sir_Tony_Robinson,161,10,44.1,0.63,37477
16547,GoodMorning369,93,10,44.09,0.76,48517
16547,Bnutty1390,254,9,44.09,0.66,62239
16549,Nouseatall,304,10,44.08,0.38,24399
16550,fates23,59,11,44.07,0.61,57067
16550,Skull_Hunter41,118,11,44.07,0.75,41523
16550,Pinoche,59,10,44.07,0.42,37330
16550,Birtydastard,118,9,44.07,0.59,38333
16550,FloatingTankAce,59,8,44.07,0.69,43333
16550,Alissonaraujo3117,59,10,44.07,0.44,49195
16550,Arthur_Ratynski,59,10,44.07,0.29,27292
16550,Bluepanda89,59,9,44.07,1.0,49785
16550,solareclipce,59,10,44.07,0.58,32929
16550,1731213593,59,11,44.07,0.63,60124
16550,Adar_Dice,118,11,44.07,0.71,55998
16550,letpotatofly,59,10,44.07,0.78,56778
16550,KingWhiteHorne,59,10,44.07,0.34,33266
16563,scarecrow_2015,488,11,44.06,0.57,25665
16563,MaxVocalz,143,9,44.06,0.69,45132
16565,Inter_Poa,227,11,44.05,0.44,36151
16566,Raymoondo,109,10,44.04,0.42,38405
16566,claytoncab_2018,109,11,44.04,0.6,40367
16568,SubZero_115,134,12,44.03,0.44,33853
16569,ariel81,184,11,44.02,0.19,29270
16569,marcosjavi77,184,12,44.02,0.43,32449
16571,tomcat0870,25,10,44,0.6,28684
16571,Colber,25,12,44,0.48,29083
16571,Hearts_of_Oak,25,10,44,0.44,33355
16571,Silverback47,75,12,44,0.47,29425
16571,Teh_FOO,25,10,44,0.44,41083
16571,Cheezyfoot,25,11,44,0.72,63772
16571,Tilith,25,13,44,1.12,57360
16571,sleepwalkker8,50,11,44,0.38,32267
16571,BrigadierBadinov,25,11,44,0.92,57113
16571,Bonesmoke,25,12,44,1.04,52824
16571,crismol,25,10,44,0.44,46020
16571,No_Step_On_Syrup,50,11,44,0.54,53037
16571,____Tater____,25,11,44,0.64,54130
16571,Brian707,25,10,44,0.36,26056
16571,GrimReaperTPF,25,11,44,0.68,31337
16571,Many_feathers,75,9,44,0.24,24300
16571,Goldain,75,10,44,0.56,38581
16571,cakeonfrosting,25,11,44,0.8,54849
16571,Deltadude,200,10,44,0.51,31673
16571,jag3141,75,10,44,0.51,44189
16571,Leutnant_Merkwurdigliebe,150,12,44,0.33,23254
16571,zylas1,25,13,44,0.44,33004
16571,Jazzer02,25,12,44,0.84,72148
16571,Nexus_orax,50,11,44,0.5,42028
16571,ander250,50,10,44,0.6,58080
16571,Derek_Dailey,50,9,44,0.5,37665
16571,Pumas_2016,25,12,44,0.36,46249
16571,Wayne_Groulx,25,11,44,0.56,28339
16571,Gabriel_Pelaez,125,9,44,0.44,47697
16571,505050_1,50,12,44,0.2,29333
16571,scott6244,50,10,44,0.38,46786
16571,apoloIV,25,14,44,0.4,28431
16571,6809,25,11,44,0.2,15374
16571,TheHindmost,25,11,44,0.88,46860
16571,waicokid,25,10,44,0.8,64634
16571,eDan1776,125,9,44,0.54,28289
16571,CHERUDIM_123,75,12,44,0.51,40797
16571,SchwarzSabel,50,9,44,0.54,24237
16571,Spiderman20062109,25,12,44,0.08,9923
16571,John6th,50,11,44,0.3,40676
16571,Slyman990,75,9,44,0.48,40263
16571,Byezmoney,25,12,44,0.72,45913
16571,MarineHighlander,50,10,44,0.48,39729
16571,RH0DES,25,12,44,0.16,30400
16571,M1n4to,25,10,44,0.52,53754
16571,mozoilla02,25,10,44,1.04,62129
16571,OMG_Brewmaster,25,13,44,0.8,59091
16571,4478744_gunner,25,10,44,0.56,52690
16571,KO_BEAR,25,12,44,0.52,35238
16571,Farragut1865,50,10,44,0.44,38515
16571,go_go_geekzilla,25,12,44,0.64,28362
16571,SodomyMonkey,25,12,44,0.48,32649
16571,Veryveryblue,25,9,44,1.12,66885
16571,MommyHeHurtsMe,25,10,44,0.48,26586
16571,brunominozzivieira,25,11,44,0.44,57027
16571,Emanuel_Tiberi,100,11,44,0.53,42986
16571,Alloh,25,14,44,0.32,33036
16571,_jagerxtroyerRdz,200,10,44,0.55,40294
16571,DWill201,25,14,44,0.16,18516
16571,jedog1,25,11,44,0.16,9857
16571,ddbj_wqw,25,12,44,0.76,68495
16571,GloryGuts1,25,12,44,0.44,42154
16633,Kernan,166,12,43.98,0.36,34843
16633,margator,166,11,43.98,0.51,31706
16633,Freddie305,266,10,43.98,0.32,29907
16633,FrancisVonBismarck,191,10,43.98,0.44,45091
16637,MMills82,141,8,43.97,0.61,34071
16638,TigOOlBittites,91,11,43.96,0.58,42212
16638,Robohowitzer,91,11,43.96,0.4,40597
16638,tpatwood,91,10,43.96,0.38,24685
16638,Jobeman,91,12,43.96,0.31,37654
16642,22arnavj,66,10,43.94,0.44,38318
16642,Hyperuranion,66,9,43.94,0.64,45708
16644,InfidelDog,239,10,43.93,0.55,34505
16644,Allan_Rock,107,9,43.93,0.6,52201
16644,CaptinHolmes,280,10,43.93,0.42,41055
16647,namaak,403,10,43.92,0.46,38205
16647,Dro555,189,10,43.92,0.4,26006
16647,WiskyGG64,148,11,43.92,0.54,34747
16650,arch4random,312,12,43.91,0.35,41834
16651,Patton_Slap,41,12,43.9,0.39,39014
16651,KidarSpike,82,11,43.9,0.32,25227
16651,Tigermat,41,12,43.9,0.56,38165
